,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,perc_approved_sem1,perc_approved_sem2,actual_target
661,1,1,1,9500,1,1,Q1,1,19,19,194,193,Q1,1,0,0,1,0,0,Q1,0,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,Q2,Q2,2.02,Enrolled,Q1,Q2,0
1618,1,1,2,9773,1,1,Q1,109,19,1,9,9,Q2,1,0,0,1,0,1,Q1,1,0,6,8,6,13.166666666666666,0,0,6,6,6,13.0,0,Q2,Q2,2.02,Dropout,Q2,Q2,1
958,1,1,1,9147,1,1,Q2,1,1,19,5,5,Q2,1,0,0,1,1,1,Q1,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
1554,1,39,1,8014,0,1,Q2,1,37,37,9,9,Q1,0,0,0,1,0,1,Q4,0,0,7,7,6,14.666666666666666,1,0,6,7,6,14.333333333333334,0,Q2,Q2,1.74,Graduate,Q1,Q2,0
2561,1,1,3,9500,1,1,Q2,1,19,37,7,7,Q2,1,0,0,1,0,0,Q1,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
2791,1,1,1,9085,1,1,Q1,1,38,19,9,3,Q1,0,0,0,1,1,0,Q1,0,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
255,2,39,1,9556,1,19,Q2,1,38,37,7,7,Q1,1,0,1,0,0,1,Q4,0,0,7,13,1,16.0,0,0,7,12,0,0.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
2095,1,43,1,9130,1,1,Q2,1,3,3,2,2,Q2,0,0,0,1,0,0,Q2,0,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,Q4,Q4,-4.06,Graduate,Q1,Q2,0
952,1,44,1,9003,1,39,Q2,1,1,19,4,8,Q2,0,0,0,1,1,0,Q2,0,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
1223,2,39,1,8014,0,19,Q1,1,1,19,1,5,Q2,0,0,1,1,0,1,Q4,0,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,Q1,Q1,-3.12,Graduate,Q1,Q2,0
3974,1,43,1,9085,1,1,Q1,1,19,38,7,7,Q1,1,0,0,1,0,0,Q2,0,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,Q2,Q2,1.74,Graduate,Q1,Q2,0
3386,1,1,2,9500,1,1,Q2,1,3,1,4,3,Q2,0,0,0,1,0,0,Q1,0,0,7,7,7,13.995714285714287,0,0,8,9,8,14.955555555555556,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2705,1,39,2,9147,1,1,Q2,1,19,5,4,1,Q1,1,0,0,1,1,0,Q3,0,0,5,8,3,10.666666666666666,1,0,5,5,1,14.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1480,1,53,1,9085,1,42,Q2,1,1,1,9,4,Q2,1,0,0,1,1,1,Q3,0,1,7,11,5,12.166666666666666,0,4,8,14,5,14.8,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
2248,1,44,1,9119,1,1,Q1,1,37,12,9,8,Q2,1,0,1,0,1,0,Q3,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
4209,1,1,1,9147,1,1,Q2,103,37,37,9,9,Q2,0,0,0,1,1,0,Q2,1,0,5,5,5,13.6,0,0,5,7,5,13.0,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
2818,2,7,1,8014,0,3,Q1,1,37,34,0,0,Q2,0,0,0,1,0,0,Q4,0,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,Q1,Q3,0.32,Graduate,Q2,Q2,0
2460,2,39,1,9773,1,1,Q2,1,37,37,7,4,Q2,0,0,0,1,1,0,Q4,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
665,1,1,1,9085,1,1,Q2,13,3,3,6,6,Q2,1,0,0,1,0,1,Q1,1,0,5,6,5,15.4,0,0,5,5,5,16.0,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
558,1,44,1,9254,1,39,Q1,1,39,39,194,193,Q2,1,0,1,1,1,0,Q3,0,0,6,12,3,11.5,0,0,6,12,3,10.666666666666666,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
1707,1,1,4,9147,1,1,Q1,1,1,38,8,9,Q1,1,0,0,1,1,0,Q1,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
1334,1,1,1,9500,1,1,Q1,1,38,38,5,5,Q1,0,0,0,1,0,0,Q1,0,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
2803,1,1,3,9085,1,1,Q2,1,19,19,9,1,Q2,1,0,0,1,0,0,Q2,0,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
268,1,1,1,9070,1,1,Q2,1,37,37,9,9,Q2,1,0,0,1,0,1,Q1,0,0,6,6,6,13.0,0,0,6,8,6,12.5,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
4203,1,1,2,9070,1,1,Q2,1,19,38,9,9,Q2,1,0,0,1,0,1,Q2,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,Q3,Q1,0.79,Graduate,Q1,Q2,0
3184,1,1,1,9085,1,1,Q1,1,1,38,5,9,Q1,0,0,0,1,1,1,Q1,0,0,6,9,6,13.833333333333334,0,0,6,12,5,13.666666666666666,0,Q2,Q2,2.02,Graduate,Q2,Q1,0
956,1,17,1,9773,1,1,Q1,1,19,37,9,9,Q2,0,0,0,1,1,1,Q1,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
629,1,1,1,9773,1,1,Q2,1,19,37,9,9,Q2,1,1,0,1,0,0,Q1,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,Q2,Q2,1.74,Graduate,Q1,Q1,0
1054,1,1,2,9500,1,1,Q2,1,37,37,9,7,Q2,1,0,0,1,0,1,Q1,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3335,1,17,4,9773,1,1,Q1,1,3,1,2,7,Q2,1,0,0,1,1,0,Q3,0,0,6,7,0,0.0,0,0,6,11,1,10.0,0,Q2,Q2,1.74,Enrolled,Q1,Q1,0
1188,1,17,1,9254,1,1,Q1,1,19,1,5,7,Q1,1,0,1,1,0,0,Q1,0,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,Q3,Q1,0.79,Graduate,Q2,Q1,0
228,1,39,2,9670,1,1,Q2,1,34,34,0,0,Q1,1,0,0,1,0,0,Q4,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
4279,1,17,1,9254,1,1,Q1,1,19,1,9,9,Q2,0,0,0,1,1,1,Q2,0,0,6,6,0,0.0,0,0,6,12,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
497,1,17,1,9254,1,1,Q1,1,1,19,4,3,Q2,1,0,0,1,0,0,Q1,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,Q2,Q2,2.02,Graduate,Q1,Q1,0
2677,1,43,1,9991,0,1,Q1,1,37,37,9,9,Q1,0,0,0,1,1,0,Q4,0,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
1595,1,1,1,9670,1,1,Q1,1,1,37,4,9,Q2,0,0,0,1,1,0,Q1,0,0,5,8,4,12.5,0,0,5,6,4,11.0,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
267,1,1,2,9773,1,1,Q2,1,38,38,9,9,Q2,1,0,0,1,0,1,Q1,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,Q3,Q4,-1.7,Graduate,Q1,Q1,0
4177,1,39,1,9085,1,1,Q2,1,37,37,9,9,Q2,1,0,1,1,0,0,Q4,0,0,6,11,6,12.125,0,0,6,16,5,12.0,0,Q3,Q2,1.79,Enrolled,Q2,Q1,0
397,1,44,1,9085,1,39,Q2,1,38,37,4,6,Q2,1,0,0,1,0,1,Q3,0,3,6,11,6,13.142857142857142,0,2,6,10,3,12.0,0,Q3,Q1,0.79,Graduate,Q2,Q1,0
873,1,1,1,9556,1,1,Q2,1,1,1,1,1,Q2,0,0,0,1,1,1,Q3,0,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,Q4,Q1,-0.92,Enrolled,Q1,Q1,0
3216,1,17,2,9254,1,1,Q2,1,3,3,2,2,Q1,0,0,0,0,1,0,Q1,0,0,6,9,5,11.2,0,0,6,14,2,10.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
2401,2,39,1,9991,0,1,Q2,1,37,37,9,9,Q1,0,0,0,1,1,0,Q4,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,Q1,Q3,0.32,Graduate,Q2,Q2,0
3303,1,1,4,9085,1,1,Q2,1,38,37,9,9,Q2,1,0,0,1,0,1,Q1,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2264,1,1,1,9853,1,1,Q1,1,37,37,9,4,Q1,1,0,0,1,1,0,Q4,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
2475,2,39,1,8014,0,19,Q2,1,19,37,9,9,Q2,0,0,1,0,1,0,Q4,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
1561,1,17,1,9130,1,1,Q2,1,38,19,5,7,Q2,1,0,0,1,0,0,Q3,0,0,6,12,5,13.6,0,0,6,10,4,14.25,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
2098,1,18,1,9500,1,1,Q1,1,37,19,5,5,Q1,0,0,0,1,0,1,Q1,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,Q1,Q1,-3.12,Graduate,Q2,Q2,0
3270,2,1,1,9254,1,1,Q2,1,37,37,9,9,Q1,0,0,0,1,0,1,Q4,0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
2947,1,17,6,9670,1,1,Q1,1,4,1,3,10,Q1,0,0,0,1,0,0,Q2,0,0,6,9,6,12.375,0,0,6,7,6,13.142857142857142,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
3092,1,1,1,8014,0,1,Q1,1,38,19,6,10,Q1,0,0,0,1,0,1,Q3,0,0,6,6,6,14.166666666666666,0,0,6,6,6,12.5,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
1129,5,17,5,9500,1,1,Q2,1,37,38,5,8,Q2,1,0,0,1,0,1,Q1,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
3365,1,1,1,9238,1,1,Q1,1,34,37,5,5,Q1,0,0,0,0,0,0,Q3,0,0,6,12,2,11.5,0,0,6,13,1,13.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1788,1,1,1,9070,1,1,Q1,1,3,3,0,1,Q1,1,0,0,1,1,0,Q3,0,0,6,9,4,11.25,1,0,6,10,0,0.0,4,Q1,Q3,0.32,Dropout,Q1,Q1,1
1460,1,39,1,9670,1,1,Q1,1,38,37,7,7,Q2,0,0,0,1,1,0,Q3,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
519,1,17,2,9853,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,0,0,Q3,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
8,1,1,3,9238,1,1,Q2,62,1,1,9,9,Q2,0,0,0,1,0,1,Q3,1,0,6,8,6,13.875,0,0,6,7,6,14.142857142857142,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
3517,1,1,1,9119,1,1,Q2,1,38,38,9,9,Q1,1,0,0,1,1,0,Q1,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,Q1,Q3,0.32,Dropout,Q1,Q1,1
2348,1,39,1,9670,1,1,Q2,1,19,19,3,3,Q1,0,1,0,1,1,1,Q4,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
2479,1,1,2,9147,1,1,Q2,1,19,19,9,4,Q2,1,0,0,1,1,0,Q3,0,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
3880,1,17,5,9773,1,1,Q1,1,19,12,7,3,Q1,1,0,0,1,0,0,Q3,0,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
4092,1,1,1,9500,1,1,Q2,1,1,1,4,10,Q2,0,0,0,1,0,0,Q1,0,0,7,7,6,13.861666666666666,0,0,8,16,0,0.0,1,Q3,Q2,1.79,Dropout,Q1,Q1,1
4038,1,1,3,9085,1,1,Q2,1,1,19,9,9,Q2,1,0,0,1,0,1,Q1,0,0,6,7,6,15.666666666666666,0,0,6,8,6,15.285714285714286,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
389,1,44,1,8014,0,39,Q2,1,37,37,7,7,Q2,0,0,0,1,0,1,Q3,0,3,6,6,6,14.666666666666666,0,2,6,6,6,14.166666666666666,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3207,1,1,1,9773,1,1,Q1,1,2,3,3,3,Q1,1,0,1,1,1,0,Q3,0,0,6,8,6,11.571428571428571,0,0,6,9,6,11.571428571428571,0,Q4,Q4,-4.06,Dropout,Q2,Q2,1
696,2,1,1,8014,0,1,Q2,1,37,37,0,0,Q2,1,0,0,1,1,0,Q4,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
3984,1,39,1,9003,1,1,Q2,1,38,38,9,6,Q2,0,0,1,0,0,0,Q4,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
2799,1,42,1,9119,1,1,Q1,1,1,1,5,7,Q1,0,0,0,0,1,0,Q4,0,2,7,13,5,12.0,0,2,7,7,3,11.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
1041,1,18,6,9500,1,1,Q1,1,37,37,9,7,Q1,0,0,0,1,0,1,Q2,0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,Q2,Q2,1.74,Graduate,Q2,Q2,0
1875,1,1,1,9500,1,1,Q1,1,37,37,9,9,Q1,0,0,0,1,1,0,Q3,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
1589,1,17,2,8014,0,1,Q2,1,1,19,4,99,Q2,1,0,0,1,1,0,Q3,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
70,1,17,1,9147,1,1,Q2,1,38,37,5,5,Q2,0,0,0,1,1,0,Q1,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
2698,1,44,1,9070,1,39,Q1,1,37,1,9,7,Q1,0,0,0,1,1,0,Q2,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,Q4,Q1,-0.92,Dropout,Q1,Q2,1
3530,1,1,3,9670,1,1,Q1,1,3,1,2,3,Q1,1,0,0,1,1,0,Q1,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,Q1,Q2,3.51,Graduate,Q2,Q1,0
3402,1,1,1,9773,1,1,Q2,1,19,38,9,5,Q2,0,0,0,1,0,0,Q1,0,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,Q3,Q4,-1.7,Graduate,Q1,Q2,0
2389,1,39,2,9238,1,1,Q1,1,19,1,5,5,Q2,0,0,0,1,1,0,Q4,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
697,1,1,1,9254,1,1,Q2,1,3,1,2,1,Q2,0,0,0,1,1,0,Q2,0,0,6,12,3,10.0,0,0,6,9,5,10.8,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
2238,1,39,1,9130,1,1,Q1,1,19,1,191,144,Q1,0,0,0,1,1,0,Q3,0,0,6,11,6,11.333333333333334,0,0,6,12,3,11.333333333333334,0,Q4,Q1,-0.92,Enrolled,Q2,Q1,0
804,1,1,3,9853,1,1,Q1,1,1,3,5,3,Q1,0,0,0,1,0,0,Q1,0,0,7,7,7,13.857142857142858,0,0,7,7,7,14.285714285714286,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
4222,1,1,1,9238,1,1,Q2,1,19,1,9,9,Q2,1,0,0,1,0,0,Q2,0,0,6,7,6,13.5,0,0,6,6,6,13.0,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
4174,1,1,1,9238,1,1,Q2,1,37,37,5,6,Q2,0,0,0,1,0,1,Q3,0,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
1808,1,1,5,9119,1,1,Q1,1,1,19,4,7,Q2,0,0,0,0,1,1,Q1,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,Q1,Q2,3.51,Enrolled,Q2,Q1,0
1598,1,17,1,9238,1,1,Q2,1,37,37,7,7,Q2,1,0,0,1,1,0,Q1,0,0,6,10,4,12.0,0,0,6,7,5,11.8,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
3318,1,43,1,9991,0,1,Q1,1,37,37,9,9,Q1,0,0,1,0,1,0,Q4,0,4,9,14,4,10.0,0,1,6,6,1,10.0,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
2747,1,42,1,9003,1,1,Q1,1,3,2,2,6,Q1,0,0,0,0,1,0,Q4,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
3525,1,44,1,9003,1,39,Q2,1,19,38,6,7,Q2,1,0,0,1,1,0,Q1,0,0,6,8,6,12.714285714285714,0,0,6,9,6,13.5,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
912,2,39,1,9991,0,1,Q2,1,37,37,9,9,Q1,0,0,0,0,0,0,Q4,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,Q3,Q4,-1.7,Dropout,Q2,Q1,1
1125,1,1,2,9670,1,1,Q2,1,37,38,9,9,Q2,0,0,0,1,0,1,Q3,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,Q1,Q1,-3.12,Graduate,Q2,Q1,0
393,1,17,2,9085,1,1,Q1,1,1,1,9,10,Q1,0,0,0,0,0,0,Q2,0,0,5,8,2,10.5,0,0,5,8,2,12.333333333333334,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
4221,1,1,1,9238,1,1,Q2,1,37,37,9,9,Q2,0,0,0,1,0,0,Q1,0,0,6,10,6,17.0,0,0,6,11,6,16.0,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3575,1,1,1,9130,1,1,Q2,1,4,3,3,3,Q2,0,0,0,1,1,0,Q1,0,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
1709,1,1,3,9500,1,1,Q1,1,37,38,9,5,Q2,1,0,0,1,0,0,Q1,0,0,7,7,6,12.45,0,0,7,7,6,12.45,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
4306,1,42,1,9147,1,1,Q2,1,19,1,4,4,Q1,0,0,0,0,1,0,Q3,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
33,1,18,1,8014,0,1,Q2,1,19,1,9,5,Q2,1,0,0,1,0,0,Q1,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2517,1,1,3,9500,1,1,Q2,1,19,1,9,5,Q2,1,0,0,1,0,1,Q1,0,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
1947,1,17,1,9085,1,1,Q2,1,1,19,4,10,Q1,1,0,0,1,0,0,Q1,0,0,5,8,4,11.0,1,0,5,8,3,14.0,0,Q3,Q4,-1.7,Graduate,Q1,Q1,0
3311,1,1,2,9085,1,1,Q2,1,40,40,3,7,Q2,1,0,0,1,0,0,Q1,0,0,6,8,6,16.0,0,0,6,10,6,14.625,0,Q2,Q2,2.02,Dropout,Q2,Q2,1
627,1,1,3,9500,1,1,Q1,1,19,37,9,7,Q1,1,0,0,1,0,0,Q1,0,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
586,1,17,1,9085,1,1,Q1,1,38,19,90,90,Q2,0,0,0,1,0,0,Q1,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
354,1,1,1,9254,1,1,Q1,1,19,19,4,6,Q1,0,0,1,0,0,0,Q3,0,0,6,10,5,11.0,0,0,6,12,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
2261,1,43,1,9147,1,1,Q1,1,1,1,4,4,Q1,0,0,0,1,1,0,Q3,0,0,5,6,0,0.0,0,0,5,8,2,11.5,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
2472,1,1,1,9670,1,1,Q1,1,1,1,9,9,Q2,1,0,0,1,1,0,Q1,0,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
4345,1,1,1,9773,1,1,Q2,1,1,19,5,10,Q2,1,0,0,1,0,0,Q1,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
4118,1,1,1,9085,1,1,Q1,1,2,1,4,3,Q1,1,0,0,1,0,0,Q3,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
3765,1,1,1,9500,1,1,Q2,1,37,38,6,6,Q1,1,0,0,1,0,1,Q3,0,0,7,9,6,13.081666666666669,0,0,8,12,6,13.15,0,Q2,Q2,2.02,Graduate,Q1,Q1,0
2962,1,18,3,9070,1,1,Q2,1,1,1,3,4,Q1,0,0,0,1,0,0,Q1,0,0,6,6,2,12.0,0,0,6,6,1,11.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1331,1,1,1,9500,1,1,Q2,1,1,1,3,10,Q2,0,0,0,1,0,0,Q1,0,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
1550,2,43,1,8014,0,1,Q2,1,34,34,0,0,Q1,0,0,0,1,0,1,Q4,0,11,16,16,16,12.6875,0,11,13,13,13,12.0,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
1506,1,39,1,9991,0,1,Q2,41,37,19,9,9,Q2,0,0,0,1,0,1,Q4,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
1171,1,17,4,9500,1,1,Q2,1,1,19,4,3,Q1,1,0,0,1,1,1,Q1,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2842,2,39,1,9070,1,1,Q2,1,3,1,2,5,Q2,0,0,0,1,0,1,Q4,0,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,Q3,Q1,0.79,Graduate,Q2,Q1,0
3118,1,17,1,9254,1,1,Q1,1,19,19,3,10,Q1,0,0,0,1,0,0,Q2,0,0,6,8,5,10.8,0,0,6,9,4,11.5,0,Q1,Q1,-3.12,Graduate,Q1,Q1,0
866,1,39,1,9119,1,3,Q1,1,1,38,90,90,Q2,0,0,0,1,1,0,Q4,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
2903,1,17,1,9238,1,1,Q1,1,1,1,3,3,Q1,1,0,0,1,0,1,Q1,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
2209,1,1,5,9773,1,1,Q1,1,1,38,9,5,Q2,1,0,1,0,1,0,Q1,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
994,2,7,1,9238,1,3,Q2,1,37,37,191,192,Q2,0,0,0,1,0,0,Q4,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,Q3,Q4,-1.7,Graduate,Q1,Q1,0
542,1,44,1,9003,1,39,Q2,1,1,19,4,10,Q2,0,0,0,1,1,1,Q3,0,0,6,8,6,13.0,0,0,6,10,6,12.625,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
185,1,18,2,9147,1,1,Q1,1,3,3,5,7,Q1,1,0,1,0,0,0,Q2,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
434,1,1,1,9773,1,1,Q2,1,1,19,4,8,Q1,1,0,0,1,0,0,Q1,0,0,6,7,5,14.2,0,0,6,7,6,14.571428571428571,0,Q4,Q4,-4.06,Graduate,Q1,Q2,0
1718,1,39,1,9119,1,1,Q2,1,38,37,7,7,Q2,0,0,0,1,1,0,Q3,0,0,5,9,0,0.0,0,0,5,8,2,14.5,2,Q1,Q3,0.32,Dropout,Q1,Q1,1
3744,1,17,3,9853,1,1,Q2,1,12,1,4,0,Q2,1,0,0,1,0,0,Q1,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
2343,1,17,2,9991,0,1,Q1,1,37,19,9,4,Q1,0,0,0,1,1,0,Q3,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
588,1,1,3,9254,1,1,Q1,1,37,37,9,3,Q1,1,0,0,1,0,0,Q1,0,0,6,12,6,11.666666666666666,0,0,6,14,3,12.0,0,Q1,Q3,0.32,Graduate,Q2,Q1,0
2660,2,39,1,9991,0,1,Q1,1,19,37,3,9,Q2,0,0,0,1,1,0,Q4,0,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
297,1,1,1,9238,1,1,Q1,1,1,1,3,3,Q1,1,0,0,1,0,0,Q1,0,0,6,10,6,11.571428571428571,0,0,6,8,6,12.333333333333334,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
